,,,,,ɸѡ,
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,295,"df.loc[df.ps_calc_14.isin(range(4, 13)), 'ps_calc_14']","df.ix[df.ps_calc_14.isin(range(4, 13)), 'ps_calc_14']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,199,"df.loc[df.ps_calc_12 > 10, 'ps_calc_12']","df.ix[df.ps_calc_12 > 10, 'ps_calc_12']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,249,"df.loc[df.ps_calc_07 < 4, 'ps_calc_07']","df.ix[df.ps_calc_07 < 4, 'ps_calc_07']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,243,"df.loc[df.ps_calc_06 > 5, 'ps_calc_06']","df.ix[df.ps_calc_06 > 5, 'ps_calc_06']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,237,"df.loc[df.ps_calc_05.isin(range(5)), 'ps_calc_05']","df.ix[df.ps_calc_05.isin(range(5)), 'ps_calc_05']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,229,"df.loc[df.ps_car_01_cat == -1, 'ps_car_01_cat']","df.ix[df.ps_car_01_cat == -1, 'ps_car_01_cat']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,201,"df.loc[df.ps_calc_13 > 13, 'ps_calc_13']","df.ix[df.ps_calc_13 > 13, 'ps_calc_13']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,281,"df.loc[df.ps_calc_12 > 9, 'ps_calc_12']","df.ix[df.ps_calc_12 > 9, 'ps_calc_12']",pd.DataFrame.loc,pd.DataFrame.ix
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,261,"df.loc[df.ps_calc_09 < 4, 'ps_calc_09']","df.ix[df.ps_calc_09 < 4, 'ps_calc_09']",pd.DataFrame.loc,pd.DataFrame.ix
predicting-red-hat-business-value,D://crw_data//pd.read_csv\source3359,289,"submission.loc[visibletest.outcome__grpdate == 1.0, 'outcome']","submission.ix[visibletest.outcome__grpdate == 1.0, 'outcome']",pd.DataFrame.loc,pd.DataFrame.ix
predicting-red-hat-business-value,D://crw_data//pd.read_csv\source3359,288,"submission.loc[visibletest.outcome__grpdate == 0.0, 'outcome']","submission.ix[visibletest.outcome__grpdate == 0.0, 'outcome']",pd.DataFrame.loc,pd.DataFrame.ix
predicting-red-hat-business-value,D://crw_data//pd.read_csv\source3359,290,"submission.loc[test.char_38.values < 40, 'outcome']","submission.ix[test.char_38.values < 40, 'outcome']",pd.DataFrame.loc,pd.DataFrame.ix
predicting-red-hat-business-value,D://crw_data//pd.read_csv\source3070,286,"submission.loc[visibletest.outcome__grpdate == 1.0, 'outcome']","submission.ix[visibletest.outcome__grpdate == 1.0, 'outcome']",pd.DataFrame.loc,pd.DataFrame.ix
predicting-red-hat-business-value,D://crw_data//pd.read_csv\source3070,285,"submission.loc[visibletest.outcome__grpdate == 0.0, 'outcome']","submission.ix[visibletest.outcome__grpdate == 0.0, 'outcome']",pd.DataFrame.loc,pd.DataFrame.ix
pubg-finish-placement-prediction,D://crw_data//df.fillna\source48,189,"df.loc[df.rankPoints < 0, 'rankPoints']","df.ix[df.rankPoints < 0, 'rankPoints']",pd.DataFrame.loc,pd.DataFrame.ix
pubg-finish-placement-prediction,D://crw_data//pd.read_csv\source1181,32,"df_test.loc[:, :]","df_test.ix[:, :]",pd.DataFrame.loc,pd.DataFrame.ix
pubg-finish-placement-prediction,D://crw_data//pd.read_csv\source3697,28,"train_data.loc[:, (l)]","train_data.ix[:, (l)]",pd.DataFrame.loc,pd.DataFrame.ix
pubg-finish-placement-prediction,D://crw_data//pd.read_csv\source1181,26,"df_train.loc[:, (['winPlacePerc'])]","df_train.ix[:, (['winPlacePerc'])]",pd.DataFrame.loc,pd.DataFrame.ix
pubg-finish-placement-prediction,D://crw_data//pd.read_csv\source1181,29,"df_train.loc[:, :]","df_train.ix[:, :]",pd.DataFrame.loc,pd.DataFrame.ix
recruit-restaurant-visitor-forecasting,D://crw_data//np.abs\source35,43,"date_info.loc[wkend_holidays, 'holiday_flg']","date_info.ix[wkend_holidays, 'holiday_flg']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source2882,45,"data.loc[data.Promo2SinceYear == 0, 'PromoOpen']","data.ix[data.Promo2SinceYear == 0, 'PromoOpen']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,35,"data.loc[data['StoreType'] == 'c', 'StoreType']","data.ix[data['StoreType'] == 'c', 'StoreType']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,40,"data.loc[data['Assortment'] == 'a', 'Assortment']","data.ix[data['Assortment'] == 'a', 'Assortment']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,10,"data.loc[data.Open.isnull(), 'Open']","data.ix[data.Open.isnull(), 'Open']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//np.zeros\source90,53,"data.loc[data['StateHoliday'] == 'b', 'StateHoliday']","data.ix[data['StateHoliday'] == 'b', 'StateHoliday']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,33,"data.loc[data['StoreType'] == 'a', 'StoreType']","data.ix[data['StoreType'] == 'a', 'StoreType']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source192,20,"test.loc[test.Open.isnull(), 'Open']","test.ix[test.Open.isnull(), 'Open']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//np.zeros\source90,42,"data.loc[data.Open.isnull(), 'Open']","data.ix[data.Open.isnull(), 'Open']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//np.zeros\source90,54,"data.loc[data['StateHoliday'] == 'c', 'StateHoliday']","data.ix[data['StateHoliday'] == 'c', 'StateHoliday']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,36,"data.loc[data['StoreType'] == 'd', 'StoreType']","data.ix[data['StoreType'] == 'd', 'StoreType']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,41,"data.loc[data['Assortment'] == 'b', 'Assortment']","data.ix[data['Assortment'] == 'b', 'Assortment']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source192,30,"test2.loc[test2.Open == 0, 'Sales']","test2.ix[test2.Open == 0, 'Sales']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,42,"data.loc[data['Assortment'] == 'c', 'Assortment']","data.ix[data['Assortment'] == 'c', 'Assortment']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source2882,52,"data.loc[data.PromoInterval == 0, 'PromoInterval']","data.ix[data.PromoInterval == 0, 'PromoInterval']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,19,"data.loc[data['StateHoliday'] == 'a', 'StateHoliday']","data.ix[data['StateHoliday'] == 'a', 'StateHoliday']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,34,"data.loc[data['StoreType'] == 'b', 'StoreType']","data.ix[data['StoreType'] == 'b', 'StoreType']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source2850,15,"test.loc[test.Open.isnull(), 'Open']","test.ix[test.Open.isnull(), 'Open']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//np.zeros\source732,41,"data.loc[data.Open.isnull(), 'Open']","data.ix[data.Open.isnull(), 'Open']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//np.zeros\source90,52,"data.loc[data['StateHoliday'] == 'a', 'StateHoliday']","data.ix[data['StateHoliday'] == 'a', 'StateHoliday']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source2882,17,"data.loc[data.Open.isnull(), 'Open']","data.ix[data.Open.isnull(), 'Open']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,20,"data.loc[data['StateHoliday'] == 'b', 'StateHoliday']","data.ix[data['StateHoliday'] == 'b', 'StateHoliday']",pd.DataFrame.loc,pd.DataFrame.ix
rossmann-store-sales,D://crw_data//pd.read_csv\source1130,21,"data.loc[data['StateHoliday'] == 'c', 'StateHoliday']","data.ix[data['StateHoliday'] == 'c', 'StateHoliday']",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,101,"df_train.loc[:, (nm)]","df_train.ix[:, (nm)]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//np.array\source632,117,"test.loc[test[f] < lim, f]","test.ix[test[f] < lim, f]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,109,"df_test.loc[df_test[nm] > max_v, nm]","df_test.ix[df_test[nm] > max_v, nm]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,45,"df_test.loc[df_test['n0'] == 0, 'n0']","df_test.ix[df_test['n0'] == 0, 'n0']",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,99,"df_train.loc[:, (nm)]","df_train.ix[:, (nm)]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,55,"df_train.loc[:, (clm_nm)]","df_train.ix[:, (clm_nm)]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,39,"df_train.loc[df_train['n0'] == 0, 'n0']","df_train.ix[df_train['n0'] == 0, 'n0']",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,47,"df_test.loc[df_test['n0'] != 0, 'n0']","df_test.ix[df_test['n0'] != 0, 'n0']",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,41,"df_train.loc[df_train['n0'] != 0, 'n0']","df_train.ix[df_train['n0'] != 0, 'n0']",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source1089,44,"X.loc[:, ('saldo_medio_var29_hace3')]","X.ix[:, ('saldo_medio_var29_hace3')]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source1089,38,"X.loc[:, (ranges > 1000)]","X.ix[:, (ranges > 1000)]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source1089,39,"X.loc[:, (Xlog.columns)]","X.ix[:, (Xlog.columns)]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source3966,111,"df_test.loc[df_test[nm] < min_v, nm]","df_test.ix[df_test[nm] < min_v, nm]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//np.array\source639,44,"train.loc[train['TARGET'] == 1, features + ['TARGET']]","train.ix[train['TARGET'] == 1, features + ['TARGET']]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//pd.read_csv\source1089,19,"train.loc[:, (keep)]","train.ix[:, (keep)]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//np.array\source639,45,"train.loc[train['TARGET'] == 0, features + ['TARGET']]","train.ix[train['TARGET'] == 0, features + ['TARGET']]",pd.DataFrame.loc,pd.DataFrame.ix
santander-customer-satisfaction,D://crw_data//np.array\source632,121,"test.loc[test[f] > lim, f]","test.ix[test[f] > lim, f]",pd.DataFrame.loc,pd.DataFrame.ix
santander-product-recommendation,D://crw_data//pd.read_csv\source2044,30,"data.loc[data['age'] == 'NA', 'age']","data.ix[data['age'] == 'NA', 'age']",pd.DataFrame.loc,pd.DataFrame.ix
santander-product-recommendation,D://crw_data//pd.read_csv\source2044,28,"data.loc[data['renta'].isnull(), 'renta']","data.ix[data['renta'].isnull(), 'renta']",pd.DataFrame.loc,pd.DataFrame.ix
santander-value-prediction-challenge,D://crw_data//df.loc\source10,65,"df.loc[traindex, vocab]","df.ix[traindex, vocab]",pd.DataFrame.loc,pd.DataFrame.ix
santander-value-prediction-challenge,D://crw_data//df.loc\source10,66,"df.loc[(testdex), :]","df.ix[(testdex), :]",pd.DataFrame.loc,pd.DataFrame.ix
santander-value-prediction-challenge,D://crw_data//df.loc\source10,61,"df.loc[(testdex), :]","df.ix[(testdex), :]",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,121,"train.loc[bad_index, 'full_sq']","train.ix[bad_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,205,"test.loc[bad_index, 'max_floor']","test.ix[bad_index, 'max_floor']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//pd.read_csv\source3517,99,"train.loc[train.full_sq == 0, 'full_sq']","train.ix[train.full_sq == 0, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,107,"train.loc[bad_index, 'full_sq']","train.ix[bad_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,169,"train.loc[bad_index, 'build_year']","train.ix[bad_index, 'build_year']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1129,45,"df_train.loc[df_train.full_sq == 0, 'full_sq']","df_train.ix[df_train.full_sq == 0, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,149,"train.loc[bad_index, 'full_sq']","train.ix[bad_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//df.iterrows\source18,1297,"v_pl_by_area_p.loc[v_pl_by_area_p['a_pl_by_area_p'] == x, 'a_m1_p1rl']","v_pl_by_area_p.ix[v_pl_by_area_p['a_pl_by_area_p'] == x, 'a_m1_p1rl']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,117,"test.loc[bad_index, 'life_sq']","test.ix[bad_index, 'life_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,63,"test.loc[equal_index, 'life_sq']","test.ix[equal_index, 'life_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,79,"train.loc[bad_index, 'full_sq']","train.ix[bad_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,173,"test.loc[bad_index, 'build_year']","test.ix[bad_index, 'build_year']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//df.iterrows\source18,1305,"df.loc[df['ecology'] == 'no data', ['ecology', 'industrial_km']]","df.ix[df['ecology'] == 'no data', ['ecology', 'industrial_km']]",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,87,"train.loc[kitch_is_build_year, 'build_year']","train.ix[kitch_is_build_year, 'build_year']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//pd.concat\source294,177,"train.loc[train.full_sq == 0, 'full_sq']","train.ix[train.full_sq == 0, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//pd.read_csv\source1549,126,"train.loc[train.full_sq == 0, 'full_sq']","train.ix[train.full_sq == 0, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,115,"train.loc[bad_index, ['life_sq', 'full_sq']]","train.ix[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,181,"test.loc[bad_index, 'num_room']","test.ix[bad_index, 'num_room']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,71,"train.loc[bad_index, 'life_sq']","train.ix[bad_index, 'life_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1033,201,"train.loc[train.full_sq == 0, 'full_sq']","train.ix[train.full_sq == 0, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,83,"test.loc[bad_index, 'full_sq']","test.ix[bad_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,131,"test.loc[bad_index, 'build_year']","test.ix[bad_index, 'build_year']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,197,"train.loc[bad_index, 'floor']","train.ix[bad_index, 'floor']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,113,"train.loc[bad_index, 'life_sq']","train.ix[bad_index, 'life_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,109,"test.loc[bad_index, 'life_sq']","test.ix[bad_index, 'life_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,129,"train.loc[kitch_is_build_year, 'kitch_sq']","train.ix[kitch_is_build_year, 'kitch_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//df.iterrows\source18,1097,"df.loc[df['product_type'] == 'Investment', 'a_pt']","df.ix[df['product_type'] == 'Investment', 'a_pt']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//df.iterrows\source18,1187,"trn_df.loc[trn_df['a_m1_p1rl'] > 2 * trn_df['a_pl'], 'a_expensive']","trn_df.ix[trn_df['a_m1_p1rl'] > 2 * trn_df['a_pl'], 'a_expensive']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,103,"test.loc[bad_index, 'kitch_sq']","test.ix[bad_index, 'kitch_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,213,"test.loc[bad_index, 'max_floor']","test.ix[bad_index, 'max_floor']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,237,"train.loc[train.full_sq == 0, 'full_sq']","train.ix[train.full_sq == 0, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,125,"test.loc[bad_index, 'full_sq']","test.ix[bad_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,229,"train.loc[bad_index, 'state']","train.ix[bad_index, 'state']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,161,"test.loc[bad_index, ['life_sq', 'full_sq']]","test.ix[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,129,"train.loc[kitch_is_build_year, 'build_year']","train.ix[kitch_is_build_year, 'build_year']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,141,"train.loc[bad_index, 'kitch_sq']","train.ix[bad_index, 'kitch_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,95,"test.loc[bad_index, 'kitch_sq']","test.ix[bad_index, 'kitch_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source57,201,"train.loc[train.full_sq == 0, 'full_sq']","train.ix[train.full_sq == 0, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source868,111,"test.loc[bad_index, 'full_sq']","test.ix[bad_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//df.iterrows\source18,1251,"v_cheap_by_area.loc[v_cheap_by_area['sub_area'] == x, 'rate']","v_cheap_by_area.ix[v_cheap_by_area['sub_area'] == x, 'rate']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,153,"test.loc[bad_index, 'full_sq']","test.ix[bad_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//df.iterrows\source18,1095,"df.loc[df['product_type'] == 'OwnerOccupier', 'a_pt']","df.ix[df['product_type'] == 'OwnerOccupier', 'a_pt']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,133,"train.loc[bad_index, 'kitch_sq']","train.ix[bad_index, 'kitch_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//pd.read_csv\source3833,173,"train.loc[train.full_sq == 0, 'full_sq']","train.ix[train.full_sq == 0, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
sberbank-russian-housing-market,D://crw_data//np.array\source1030,157,"train.loc[bad_index, ['life_sq', 'full_sq']]","train.ix[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.loc,pd.DataFrame.ix
